paperId,title,abstract,year,openAccessPdf,authors;;;;;;
"f2e5aafc4d9d479ec48ba159ceb0749a9643f3cc,Crop Recommender System Using Machine Learning Approach,""Agriculture and its allied sectors are undoubtedly the largest providers of livelihoods in rural India. The agriculture sector is also a significant contributor factor to the country’s Gross Domestic Product (GDP). Blessing to the country is the overwhelming size of the agricultural sector. However, regrettable is the yield per hectare of crops in comparison to international standards. This is one of the possible causes for a higher suicide rate among marginal farmers in India. This paper proposes a viable and user-friendly yield prediction system for the farmers. The proposed system provides connectivity to farmers via a mobile application. GPS helps to identify the user location. The user provides the area & soil type as input. Machine learning algorithms allow choosing the most profitable crop list or predicting the crop yield for a user-selected crop. To predict the crop yield, selected Machine Learning algorithms such as Support Vector Machine (SVM), Artificial Neural Network (ANN), Random Forest (RF), Multivariate Linear Regression (MLR), and K-Nearest Neighbour (KNN) are used. Among them, the Random Forest showed the best results with 95% accuracy. Additionally, the system also suggests the best time to use the fertilizers to boost up the yield."",2021,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICCMC51019.2021.9418351?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICCMC51019.2021.9418351, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2004796561', 'name': 'S. Pande'}, {'authorId': '2005323891', 'name': 'Prem Kumar Ramesh'}, {'authorId': '2246927238', 'name': 'Anmol Anmol'}, {'authorId': '2310088601', 'name': 'B. R. Aishwarya'}, {'authorId': '2089477183', 'name': 'Karuna Rohilla'}, {'authorId': '83232609', 'name': 'Kumar Shaurya'}]""";;;;;;
"646cd9d8aefc610e73258bcab7371ee2293bfed5,Using LinkedIn Endorsements to Reinforce an Ontology and Machine Learning-Based Recommender System to Improve Professional Skills,""Nowadays, social networks have become highly relevant in the professional field, in terms of the possibility of sharing profiles, skills and jobs. LinkedIn has become the social network par excellence, owing to its content in professional and training information and where there are also endorsements, which are validations of the skills of users that can be taken into account in the recruitment process, as well as in the recommender system. In order to determine how endorsements influence Lifelong Learning course recommendations for professional skills development and enhancement, a new version of our Lifelong Learning course recommendation system is proposed. The recommender system is based on ontology, which allows modelling the data of knowledge areas and job performance sectors to represent professional skills of users obtained from social networks. Machine learning techniques are applied to group entities in the ontology and make predictions of new data. The recommender system has a semantic core, content-based filtering, and heuristics to perform the formative suggestion. In order to validate the data model and test the recommender system, information was obtained from web-based lifelong learning courses and information was collected from LinkedIn professional profiles, incorporating the skills endorsements into the user profile. All possible settings of the system were tested. The best result was obtained in the setting based on the spatial clustering algorithm based on the density of noisy applications. An accuracy of 94% and 80% recall was obtained."",2022,""{'url': 'https://www.mdpi.com/2079-9292/11/8/1190/pdf?version=1649673673', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.3390/electronics11081190?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/electronics11081190, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2129176248', 'name': 'María Cora Urdaneta-Ponte'}, {'authorId': '1409467565', 'name': 'Ibon Oleagordia-Ruíz'}, {'authorId': '1402098961', 'name': 'A. Méndez-Zorrilla'}]""";;;;;;
"7edec896d2fdd465366c0d1c121f704799424129,E-Learning Recommender System for Learners: A Machine Learning based Approach,""Web mining procedure helps the surfers to get the required information but finding the exact information is as good as finding a needle in a haystack. In this work, an intelligent prediction model using Tensor Flow environment for Graphics Processing Unit (GPU) devices has been designed to meet the challenges of speed and accuracy. The proposed approach is isolated into two stages: pre-processing and prediction. In the first phase, the procedure starts via looking through the URLs of various e-learning sites particular to computer science subjects. At that point, the content of looked through URLs are perused and after that from their keywords are produced identified with a particular subject in the wake of playing out the pre-processing of the content. Second phase is prediction that predicts query specific links of e-learning website. The proposed Intelligent E-learning through Web (IEW) has content mining, lexical analysis, classification and machine learning based prediction as its key features. Algorithms like SVM, Naïve Bayes, K-Nearest Neighbor, and Random Forest were tested and it was found that Random Forest gave an accuracy of 98.98%, SVM 42%, KNN 63% and Naïve Bayes 66%. Based on the results IEW uses Random forest for prediction."",2019,""{'url': 'https://doi.org/10.33889/ijmems.2019.4.4-076', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.33889/IJMEMS.2019.4.4-076?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.33889/IJMEMS.2019.4.4-076, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '152728429', 'name': 'Kamika Chaudhary'}, {'authorId': '145370046', 'name': 'Neena Gupta'}]""";;;;;;
"6ea5796868aa574370e0064c1cbee9a4e8af9f03,Recommender system for health care analysis using machine learning technique: a review,""Abstract Recommender systems use different techniques of machine learning (ML) to suggest users and recommend service or entity in various field of application such as in health care recommender system (HRS). Due to the vast count of algorithms shown in the literature, HRS and various application sectors are now utilizing ML algorithms from the area of artificial intelligence. However, selecting an appropriate ML algorithm in the case of a health recommender system seems to be a time-consuming task. However the development of recommender system in different service domain faces problems of algorithms selection for better accuracy. This article examined the usage of ML techniques in recommender systems for health applications through a survey of the literature. The objectives of this article are (i) recognize the literature review finding of recommender system in health applications using ML and deep learning algorithms. (ii) Assist new researchers with the help of gap in previous research. The results of this study is to proposed new recommender system in health application of mosquito borne disease by using hybrid approach of ML technique."",2022,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1080/1463922X.2022.2061078?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1080/1463922X.2022.2061078, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2163423815', 'name': 'Salim G. Shaikh'}, {'authorId': '2136226819', 'name': 'B. Suresh Kumar'}, {'authorId': '3316574', 'name': 'Geetika Narang'}]""";;;;;;
"d28b89d803928023a4fe7720e89d17c18c15a393,A Machine Learning-based Course Enrollment Recommender System,"": As an integral component of human society, higher education has been undergoing a transformation in multiple aspects, such as administrative reorganization, pedagogical reform, and technological innovation. To line up with the latest trends, many institutions constantly update their curriculum, which poses challenges to students and their advisors. This paper proposes a machine learning-based course enrollment recommender system that aims to make personalized suggestions to students who expect to take classes in the upcoming semester. Using matrix factorization as the core algorithm, the model exploits several available types of information, including student course enrollment history and other contextual features, such as prerequisite restrictions, course meeting times, instructional methods, and course instructors. The system not only helps students but also facilitates their advisors’ work. Our experimental results show that the recommended courses were highly relevant while providing plenty of options to students."",2022,""{'url': 'https://doi.org/10.5220/0011109100003182', 'status': 'HYBRID', 'license': 'CCBYNCND', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.5220/0011109100003182?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.5220/0011109100003182, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2108197727', 'name': 'Xiwei Wang'}, {'authorId': '1738724485', 'name': 'Longyin Cui'}, {'authorId': '2164598982', 'name': 'Muhammad Bangash'}, {'authorId': '2120355905', 'name': 'M. Bilal'}, {'authorId': '2164599124', 'name': 'Luis Rosales'}, {'authorId': '2164592765', 'name': 'Wali Chaudhry'}]""";;;;;;
"c1fef078b99d7f60f82d9bc86533fe60e780b723,A Recommender System for Predicting Students' Admission to a Graduate Program using Machine Learning Algorithms,""In the 21st century, University educations are becoming a key pillar of social and economic life. It plays a major role not only in the educational process but also in the ensuring of two important things which are a prosperous career and financial security. However, predicting university admission can be especially difficult because the students are not aware of admission requirements. For that reason, the main purpose of this research work is to provide a recommender system for early predicting university admission based on four Machine Learning algorithms namely Linear Regression, Decision Tree, Support Vector Regression, and Random Forest Regression. The experimental results showed that the Random Forest Regression is the most suitable Machine Learning algorithm for predicting university admission. Also, the Cumulative Grade Point Average (CGPA) is the most important parameter that influences the chance of admission."",2021,""{'url': 'https://online-journals.org/index.php/i-joe/article/download/20049/8735', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.3991/ijoe.v17i02.20049?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3991/ijoe.v17i02.20049, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '3467029', 'name': 'Inssaf El Guabassi'}, {'authorId': '1968472', 'name': 'Zakaria Bousalem'}, {'authorId': '30895548', 'name': 'Rim Marah'}, {'authorId': '9116747', 'name': 'Aimad Qazdar'}]""";;;;;;
"23d50866ae5bcf58c3fc9f12a48b840d0408c811,Recommender System for Sentiment Analysis using Machine Learning Models,""In recent years, with the rapid growth of Internet technology, online shopping has become a rapid way for users to purchase and consume desired products. Large volume of user-generated content on social media sites like twitter has resulted in tweet sentiment analysis. Sentiment analysis supports as base for decision support systems and recommendation systems and it becomes an essential tool on online platforms to extract the information on user emotional state to improve user satisfaction. This paper proposes an effective sentiment analysis recommender system framework using machine learning models."",2021,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.17762/TURCOMAT.V12I10.4216?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.17762/TURCOMAT.V12I10.4216, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2064282165', 'name': 'A. Naresh'}]""";;;;;;
"b21756b3a11aadce9ef0048d2eb8a0085f5fe7e3,A Machine Learning-Based Recommender System for Improving Students Learning Experiences,""Outcome-based education (OBE) is a well-proven teaching strategy based upon a predefined set of expected outcomes. The components of OBE are Program Educational Objectives (PEOs), Program Outcomes (POs), and Course Outcomes (COs). These latter are assessed at the end of each course and several recommended actions can be proposed by faculty members’ to enhance the quality of courses and therefore the overall educational program. Considering a large number of courses and the faculty members’ devotion, bad actions could be recommended and therefore undesirable and inappropriate decisions may occur. In this paper, a recommender system, using different machine learning algorithms, is proposed for predicting suitable actions based on course specifications, academic records, and course learning outcomes’ assessments. We formulated the problem as a multi-label multi-class binary classification problem and the dataset was translated into different problem transformation and adaptive methods such as one-vs.-all, binary relevance, label powerset, classifier chain, and ML-KNN adaptive classifier. As a case study, the proposed recommender system is applied to the college of Computer and Information Sciences, Jouf University, Kingdom of Saudi Arabia (KSA) for helping academic staff improving the quality of teaching strategies. The obtained results showed that the proposed recommender system presents more recommended actions for improving students’ learning experiences."",2020,""{'url': 'https://ieeexplore.ieee.org/ielx7/6287639/8948470/09249379.pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ACCESS.2020.3036336?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ACCESS.2020.3036336, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '3188825', 'name': 'Nacim Yanes'}, {'authorId': '2079185743', 'name': 'A. M. Mostafa'}, {'authorId': '40229054', 'name': 'M. Ezz'}, {'authorId': '66460668', 'name': 'S. Almuayqil'}]""";;;;;;
"44e60dff7afd5bccdfb297da8b15ef2b1b97f8f8,Probabilistic Unsupervised Machine Learning Approach for a Similar Image Recommender System for E-Commerce,""The recommender system is the most profound research area for e-commerce product recommendations. Currently, many e-commerce platforms use a text-based product search, which has limitations to fetch the most similar products. An image-based similarity search for recommendations had considerable gains in popularity for many areas, especially for the e-commerce platforms giving a better visual search experience by the users. In our research work, we proposed a machine-learning-based approach for a similar image-based recommender system. We applied a dimensionality reduction technique using Principal Component Analysis (PCA) through Singular Value Decomposition (SVD) for transforming the extracted features into lower-dimensional space. Further, we applied the K-Means++ clustering approach for the possible cluster identification for a similar group of products. Later, we computed the Manhattan distance measure for the input image to the target clusters set for fetching the top-N similar products with low distance measure. We compared our approach with five different unsupervised clustering algorithms, namely Minibatch, K-Mediod, Agglomerative, Brich, and the Gaussian Mixture Model (GMM), and used the 40,000 fashion product image dataset from the Kaggle web platform for the product recommendation process. We computed various cluster performance metrics on K-means++ and achieved a Silhouette Coefficient (SC) of 0.1414, a Calinski-Harabasz (CH) index score of 669.4, and a Davies–Bouldin (DB) index score of 1.8538. Finally, our proposed PCA-SVD transformed K-mean++ approach showed superior performance compared to the other five clustering approaches for similar image product recommendations."",2020,""{'url': 'https://www.mdpi.com/2073-8994/12/11/1783/pdf?version=1604401126', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.3390/sym12111783?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/sym12111783, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '102525451', 'name': 'S. K. Addagarla'}, {'authorId': '3266446', 'name': 'Anthoniraj Amalanathan'}]""";;;;;;
"f6185f9fa3383569bd8c4853db09928155f2a546,Machine learning-based book recommender system: a survey and new perspectives,""The exponential growth of recommender systems research has drawn the attention of the scientific community recently. These systems are very useful in reducing information overload and providing users with the items of their need. The major areas where recommender systems have contributed significantly include e-commerce, online auction, and books and conference recommendation for academia and industrialists. Book recommender systems suggest books of interest to users according to their preferences and requirements. In this article, we have surveyed machine learning techniques which have been used in book recommender systems. Moreover, evaluation metrics applied to evaluate recommendation techniques is also studied. Six categories for book recommendation techniques have been identified and discussed which would enable the scientific community to lay a foundation of research in the concerned field. We have also proposed future perspectives to improve recommender system. We hope that researchers exploring recommendation technology in general and book recommendation in particular will be finding this work highly beneficial."",2020,""{'url': 'https://doi.org/10.1504/ijiids.2020.10031604', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1504/ijiids.2020.10031604?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1504/ijiids.2020.10031604, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '2070424552', 'name': 'Khalid Anwar'}, {'authorId': '3065624', 'name': 'Jamshed Siddiqui'}, {'authorId': '32036584', 'name': 'S. Sohail'}]""";;;;;;
"dcc98e17aebb605194959424be1c35ed10d4a174,Design of an Unsupervised Machine Learning-Based Movie Recommender System,""This research aims to determine the similarities in groups of people to build a film recommender system for users. Users often have difficulty in finding suitable movies due to the increasing amount of movie information. The recommender system is very useful for helping customers choose a preferred movie with the existing features. In this study, the recommender system development is established by using several algorithms to obtain groupings, such as the K-Means algorithm, birch algorithm, mini-batch K-Means algorithm, mean-shift algorithm, affinity propagation algorithm, agglomerative clustering algorithm, and spectral clustering algorithm. We propose methods optimizing K so that each cluster may not significantly increase variance. We are limited to using groupings based on Genre and Tags for movies. This research can discover better methods for evaluating clustering algorithms. To verify the quality of the recommender system, we adopted the mean square error (MSE), such as the Dunn Matrix and Cluster Validity Indices, and social network analysis (SNA), such as Degree Centrality, Closeness Centrality, and Betweenness Centrality. We also used average similarity, computational time, association rule with Apriori algorithm, and clustering performance evaluation as evaluation measures to compare method performance of recommender systems using Silhouette Coefficient, Calinski-Harabaz Index, and Davies–Bouldin Index."",2020,""{'url': 'https://www.mdpi.com/2073-8994/12/2/185/pdf?version=1580474828', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.20944/preprints202001.0124.v1?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.20944/preprints202001.0124.v1, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '121560883', 'name': 'Debby Cintia Ganesha Putri'}, {'authorId': '143798885', 'name': 'Jenq-Shiou Leu'}, {'authorId': '31138553', 'name': 'Pavel Seda'}]""";;;;;;
"51379d0a583bd2e11b9b355d117a99f44e5e211e,Tourism Recommender System using Machine Learning Based on User's Public Instagram Photos,""In the past decade, recommender systems have become an essential part of online services such as NetFlix, YouTube, online shopping, etc. The tourism agencies such as TripAdvisor or Expedia also apply the recommender system to their services. For Thailand, the tourism industry is one of the most important revenues of the country. The problem is that the recommender system for planning a trip to Thailand still not effective enough. Users require a lot of effort when planning a trip. Therefore, the objective of this study is to develop the prototype of a tourism recommender system that automatically understands the user's preferences of their favorite tourist attractions without asking them any question. It applied machine learning to extract the user's preferences from the user's Instagram photos. Those preferences then use to compute the similarity with the attributes from 23 example tourist attractions in Ubon Ratchathani Province. A user study was conducted with 42 participates to preliminary study the precision and the adoption of the prototype. The results suggested that the prototype has been judged as satisfactory by participants for both precision and adoption. Moreover, the findings of this study will serve as insights for the direction of our planned future research such as applying the recommender system to other provinces of Thailand."",2020,""{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/InCIT50588.2020.9310777?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/InCIT50588.2020.9310777, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}"",""[{'authorId': '3249220', 'name': 'Charnsak Srisawatsakul'}, {'authorId': '3419653', 'name': 'W. Boontarig'}]""";;;;;;
