paperId,title,abstract,year,authors,openAccessPdf,processed_text,pdf_url
281ba24fa71bf4982e415b7146917a3f27ea3e19,Circular Economy Business Models in the SME Sector,"The article focuses on a bottom-up approach to implementing the concept of circular economy. All enterprises, not only the most aware ones, face the challenges of this economy. The modification of business models towards circular economy becomes a necessity. However, questions arise as to whether the use of circular economy business models is widely practiced and how enterprises are coping with the implementation of these models. This article presents the results of research aimed at assessing the organizational maturity of enterprises in terms of implementing the principles of circular economy. Based on the concept of organizational maturity levels of the CMMI model, the classification of circular business models according to R2Pi and the integrated business model (the so-called business model canvas), the maturity index of the circular economy business model is constructed. The results obtained do not allow one to formulate very optimistic conclusions. First of all, a competency gap in the field of circular business models is identified, which translates into a limited application of these models in practice. The most frequently implemented models are: circular raw materials, recovery of raw materials, modification and repair. Most enterprises tend to undertake activities that are characteristic of circular economy. Furthermore, the importance of these activities increases with the age of the enterprise.",2021,"[{'authorId': '2097212046', 'name': 'Katarzyna Brendzel-Skowera'}]","{'url': 'https://www.mdpi.com/2071-1050/13/13/7059/pdf?version=1624447149', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.3390/su13137059?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su13137059, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","the article focuses on a bottom-up approach to implementing the concept of circular economy. all enterprises, not only the most aware ones, face the challenges of this economy. the modification of business models towards circular economy becomes a necessity. however, questions arise as to whether the use of circular economy business models is widely practiced and how enterprises are coping with the implementation of these models. this article presents the results of research aimed at assessing the organizational maturity of enterprises in terms of implementing the principles of circular economy. based on the concept of organizational maturity levels of the cmmi model, the classification of circular business models according to r2pi and the integrated business model (the so-called business model canvas), the maturity index of the circular economy business model is constructed. the results obtained do not allow one to formulate very optimistic conclusions. first of all, a competency gap in the field of circular business models is identified, which translates into a limited application of these models in practice. the most frequently implemented models are: circular raw materials, recovery of raw materials, modification and repair. most enterprises tend to undertake activities that are characteristic of circular economy. furthermore, the importance of these activities increases with the age of the enterprise.",https://www.mdpi.com/2071-1050/13/13/7059/pdf?version=1624447149
895ff72c3315d942e075b1bd4e067923adbacd56,Managerial practices for designing circular economy business models,"
Purpose
The purpose of this paper is to investigate the managerial practices that companies can implement in order to design a circular economy business model and how companies can create and capture value from a circular economy business model.


Design/methodology/approach
The paper adopts a single case study methodology with semi-structured interviews and company, supplier, and manufacturing site visits, conducted in a small-to-medium-size Italian company operating in the office supply industry.


Findings
The theoretical setting maps a set of managerial practices for a circular economy business model and sets the research gaps and questions in a research framework designed along three main dimensions: value network, customer value proposition and interface, and managerial commitment. Then, through an empirical analysis, the findings reveal that the proposed dimensions are interdependent and reinforce each other. Moreover, the managerial commitment as moderating factor between the value network and the customer value proposition and interface dimensions is identified as essential for reaching the intended goals of circular economy business models.


Research limitations/implications
This study maximizes the depth of the phenomenon under investigation by leveraging a single case study methodology, which ideally helps in a theory-testing approach as in the present case. Future research opportunities could be found in qualitative and quantitative studies to increase the generalizability of the findings of this paper.


Practical implications
The paper presents a set of relevant managerial practices for circular economy business models that can be used by managers who have the will to embrace in practice circular economy principles to support the design, change, or upgrade of the business model of companies within which they operate.


Originality/value
An interdisciplinary approach that integrates the research streams of circular economy, social psychology, organizational behavior, and business model design has been pursued to test the theoretical setting and the research framework for circular economy business models in a real-world context.
",2019,"[{'authorId': '82441205', 'name': 'Enes Ünal'}, {'authorId': '83946847', 'name': 'Andrea Urbinati'}, {'authorId': '31861970', 'name': 'D. Chiaroni'}]","{'url': 'https://re.public.polimi.it/bitstream/11311/1124826/1/Managerial%20practices%20for%20designing%20circular%20economy%20business%20models.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1108/JMTM-02-2018-0061?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1108/JMTM-02-2018-0061, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","purpose the purpose of this paper is to investigate the managerial practices that companies can implement in order to design a circular economy business model and how companies can create and capture value from a circular economy business model. design/methodology/approach the paper adopts a single case study methodology with semi-structured interviews and company, supplier, and manufacturing site visits, conducted in a small-to-medium-size italian company operating in the office supply industry. findings the theoretical setting maps a set of managerial practices for a circular economy business model and sets the research gaps and questions in a research framework designed along three main dimensions: value network, customer value proposition and interface, and managerial commitment. then, through an empirical analysis, the findings reveal that the proposed dimensions are interdependent and reinforce each other. moreover, the managerial commitment as moderating factor between the value network and the customer value proposition and interface dimensions is identified as essential for reaching the intended goals of circular economy business models. research limitations/implications this study maximizes the depth of the phenomenon under investigation by leveraging a single case study methodology, which ideally helps in a theory-testing approach as in the present case. future research opportunities could be found in qualitative and quantitative studies to increase the generalizability of the findings of this paper. practical implications the paper presents a set of relevant managerial practices for circular economy business models that can be used by managers who have the will to embrace in practice circular economy principles to support the design, change, or upgrade of the business model of companies within which they operate. originality/value an interdisciplinary approach that integrates the research streams of circular economy, social psychology, organizational behavior, and business model design has been pursued to test the theoretical setting and the research framework for circular economy business models in a real-world context.",https://re.public.polimi.it/bitstream/11311/1124826/1/Managerial%20practices%20for%20designing%20circular%20economy%20business%20models.pdf
181216ad08cf6b2069c8137818f9e82fb0c1ddc2,Value configurations in sharing economy business models,"The sharing economy gains momentum and develops a major economic impact on traditional markets and firms. However, only rudimentary theoretical and empirical insights exist on how sharing networks, i.e., focal firms, shared goods providers and customers, create and capture value in their sharing-based business models. We conduct a qualitative study to find key differences in sharing-based business models that are decisive for their value configurations. Our results show that (1) customization versus standardization of shared goods and (2) the centralization versus particularization of property rights over the shared goods are two important dimensions to distinguish value configurations. A second, quantitative study confirms the visibility and relevance of these dimensions to customers. We discuss strategic options for focal firms to design value configurations regarding the two dimensions to optimize value creation and value capture in sharing networks. Firms can use this two-dimensional search grid to explore untapped opportunities in the sharing economy.",2021,"[{'authorId': '9616265', 'name': 'Andreas J. Reuschl'}, {'authorId': '103017633', 'name': 'V. Tiberius'}, {'authorId': '98733218', 'name': 'Matthias Filser'}, {'authorId': '2204387', 'name': 'Yixin Qiu'}]","{'url': 'https://link.springer.com/content/pdf/10.1007/s11846-020-00433-w.pdf', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC7817141, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","the sharing economy gains momentum and develops a major economic impact on traditional markets and firms. however, only rudimentary theoretical and empirical insights exist on how sharing networks, i.e., focal firms, shared goods providers and customers, create and capture value in their sharing-based business models. we conduct a qualitative study to find key differences in sharing-based business models that are decisive for their value configurations. our results show that (1) customization versus standardization of shared goods and (2) the centralization versus particularization of property rights over the shared goods are two important dimensions to distinguish value configurations. a second, quantitative study confirms the visibility and relevance of these dimensions to customers. we discuss strategic options for focal firms to design value configurations regarding the two dimensions to optimize value creation and value capture in sharing networks. firms can use this two-dimensional search grid to explore untapped opportunities in the sharing economy.",https://link.springer.com/content/pdf/10.1007/s11846-020-00433-w.pdf
45af4010faf29f1970223bb0e1c6b94d102b654e,Circular Economy Business Models: The Complementarities with Sharing Economy and Eco-Innovations Investments,"The transition from the linear economy to the circular economy exhibits some criticalities that can be solved through the identification of factors pushing and pulling the transition itself. By adopting a public good perspective in analysing the main features of the circular business models, this study underlines how the sharing economy business models are well integrated and complementary to some features of the circular economy, representing a strong pulling factor. Other loops of the circular economy need an explicit push factor, individuated in a strong impulse to eco-efficiency, to be reached through consistent incentives to invest in R&D for eco-innovations. Seven case studies are investigated in their aims, feasibility and implementation to support the interpretative framework.",2021,"[{'authorId': '98557940', 'name': 'L. Aldieri'}, {'authorId': '101414855', 'name': 'Mohsen Brahmi'}, {'authorId': '51336631', 'name': 'B. Bruno'}, {'authorId': '113256216', 'name': 'C. P. Vinci'}]","{'url': 'https://www.mdpi.com/2071-1050/13/22/12438/pdf?version=1636615889', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.3390/su132212438?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su132212438, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","the transition from the linear economy to the circular economy exhibits some criticalities that can be solved through the identification of factors pushing and pulling the transition itself. by adopting a public good perspective in analysing the main features of the circular business models, this study underlines how the sharing economy business models are well integrated and complementary to some features of the circular economy, representing a strong pulling factor. other loops of the circular economy need an explicit push factor, individuated in a strong impulse to eco-efficiency, to be reached through consistent incentives to invest in r&d for eco-innovations. seven case studies are investigated in their aims, feasibility and implementation to support the interpretative framework.",https://www.mdpi.com/2071-1050/13/22/12438/pdf?version=1636615889
6b037b47b0032b1ece50f7a7911e906de00ee211,Circular Economy Business Models: a Repertoire of Theoretical Relationships and a Research Agenda,"The shift towards a more resource efficient circular economy has become a necessity in the wake of current ecological, economic and social sustainability challenges. Mirroring circular-related developments in policy and business quarters, the circular economy literature is growing as a distinct field of academic enquiry. Yet, the conceptual and theoretical foundations of circular economy thinking need consolidation. Drawing from strategic management, sustainability transitions and systems theories, this article establishes some theoretical anchoring for circular economy business models. It finds that circular business models contribute to an understanding of both competitive advantage and the systemic nature of business. It also develops a future agenda for management research at the interface between the circular economy and business models.",2021,"[{'authorId': '145882288', 'name': 'R. De Angelis'}]","{'url': 'https://link.springer.com/content/pdf/10.1007/s43615-021-00133-x.pdf', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC8611398, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","the shift towards a more resource efficient circular economy has become a necessity in the wake of current ecological, economic and social sustainability challenges. mirroring circular-related developments in policy and business quarters, the circular economy literature is growing as a distinct field of academic enquiry. yet, the conceptual and theoretical foundations of circular economy thinking need consolidation. drawing from strategic management, sustainability transitions and systems theories, this article establishes some theoretical anchoring for circular economy business models. it finds that circular business models contribute to an understanding of both competitive advantage and the systemic nature of business. it also develops a future agenda for management research at the interface between the circular economy and business models.",https://link.springer.com/content/pdf/10.1007/s43615-021-00133-x.pdf
108121594ec75d20ee702894017286b007df916c,"Circular economy business models in developing economies: Lessons from India on reduce, recycle, and reuse paradigms","According to the UN Sustainable Development Goals in 2016, the demand for resources will require natural resources equivalent to two and three planets by 2030 and 2050, respectively. The linear economic model driven by a “take-make-dispose” philosophy is unable to manage the demand and supply balance in consumption of natural resources. This imbalance is affecting the sustainability of the countries and enterprises as well as affecting the global supply chain leading to socioeconomic and environmental risks and volatility. Realizing the future resource scarcity challenge, the current linear economy model is giving way to the circular economy model. The circular economy model focuses on careful alignment and management of resource flows across the value chain by integrating reverse logistics, design innovation, collaborative ecosystem, and business model innovation. This article examines how circular model is pushing the companies in developing economies like India to design and implement business models that are based on reduce, reuse, and recycle paradigms. © 2016 Wiley Periodicals, Inc.",2018,"[{'authorId': '48765598', 'name': 'Sandeep Goyal'}, {'authorId': '152193594', 'name': 'M. Esposito'}, {'authorId': '46493895', 'name': 'Amit Kapoor'}]","{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1002/TIE.21883?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/TIE.21883, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","according to the un sustainable development goals in 2016, the demand for resources will require natural resources equivalent to two and three planets by 2030 and 2050, respectively. the linear economic model driven by a “take-make-dispose” philosophy is unable to manage the demand and supply balance in consumption of natural resources. this imbalance is affecting the sustainability of the countries and enterprises as well as affecting the global supply chain leading to socioeconomic and environmental risks and volatility. realizing the future resource scarcity challenge, the current linear economy model is giving way to the circular economy model. the circular economy model focuses on careful alignment and management of resource flows across the value chain by integrating reverse logistics, design innovation, collaborative ecosystem, and business model innovation. this article examines how circular model is pushing the companies in developing economies like india to design and implement business models that are based on reduce, reuse, and recycle paradigms. © 2016 wiley periodicals, inc.",
320232668eb887fc1102f5b470b64123726fe2c5,"Circular Economy Business Models in the Micro, Small, and Medium Enterprises: A Review","MSME business should be built based on circular economy (CE)-based business models. The purpose of this article is to presenta review of several articles that have been published in Scopusdiscussing the CE-based business model and MSMEs to findresearch gaps and future research agendas. It used some tools of thetheoretical assay, such as bibliometric analysis, systematic literaturereview, theory, context, and characteristic methodology (TCCM).The paper outlines all findings of analyzed literature about CE’sbusiness model applied by MSME in the Scopus document untilJune 2021. The findings of this study provided more high-qualityevidence about research and practical gaps regarding the CE-basedbusiness model and MSME, which needs more research focuseson market desirability in the future and more understanding ofinternal processes in MSME’s case studies. The implication of thisarticle is to provide a future research agenda based on a collectionof research gaps as a basis for empirical research.JEL Classification: L26, M10, Q56",2022,"[{'authorId': '31102606', 'name': 'Astadi Pangarso'}, {'authorId': '2089292245', 'name': 'Kristina Sisilia'}, {'authorId': '9424066', 'name': 'Yahya Peranginangin'}]","{'url': 'https://journal.uinjkt.ac.id/index.php/etikonomi/article/download/24052/pdf', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.15408/etk.v21i2.24052?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.15408/etk.v21i2.24052, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","msme business should be built based on circular economy (ce)-based business models. the purpose of this article is to presenta review of several articles that have been published in scopusdiscussing the ce-based business model and msmes to findresearch gaps and future research agendas. it used some tools of thetheoretical assay, such as bibliometric analysis, systematic literaturereview, theory, context, and characteristic methodology (tccm).the paper outlines all findings of analyzed literature about ce’sbusiness model applied by msme in the scopus document untiljune 2021. the findings of this study provided more high-qualityevidence about research and practical gaps regarding the ce-basedbusiness model and msme, which needs more research focuseson market desirability in the future and more understanding ofinternal processes in msme’s case studies. the implication of thisarticle is to provide a future research agenda based on a collectionof research gaps as a basis for empirical research.jel classification: l26, m10, q56",https://journal.uinjkt.ac.id/index.php/etikonomi/article/download/24052/pdf
3668e2d4c2cdeee4424b8959233d3d37175c1a18,Circular Economy Business Models for the Tanzanian Coffee Sector: A Teaching Case Study,"One of the major issues the agri-food supply chains is the considerable production of by-products, which are mostly discarded as wastes and dangerously landfilled. This problem is particularly acute in the coffee supply chain: coffee cultivation generates by-products and in quantities which are potentially dangerous for the environment. A circular economy business model aimed at the recovery of these by-products may represent an interesting solution in terms of environmental, social, and economic sustainability. The goal of this paper was to provide teachers and educators with case material on circular business models that can be used for problem-based learning and case-based learning activities. The proposed case was built to address a real-world problematic situation related to the coffee supply chain. From a theoretical point of view, this study contributes to the literature on circular economy business models by providing a case study developed in the context of a developing country. Furthermore, the research entails practical implications since it shows managers and startuppers how to map a circular business model in all its components under the guidance of a conceptual framework.",2021,"[{'authorId': '87799270', 'name': 'F. Lagrasta'}, {'authorId': '1797751', 'name': 'P. Pontrandolfo'}, {'authorId': '2944176', 'name': 'B. Scozzi'}]","{'url': 'https://www.mdpi.com/2071-1050/13/24/13931/pdf?version=1639727712', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.3390/su132413931?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su132413931, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","one of the major issues the agri-food supply chains is the considerable production of by-products, which are mostly discarded as wastes and dangerously landfilled. this problem is particularly acute in the coffee supply chain: coffee cultivation generates by-products and in quantities which are potentially dangerous for the environment. a circular economy business model aimed at the recovery of these by-products may represent an interesting solution in terms of environmental, social, and economic sustainability. the goal of this paper was to provide teachers and educators with case material on circular business models that can be used for problem-based learning and case-based learning activities. the proposed case was built to address a real-world problematic situation related to the coffee supply chain. from a theoretical point of view, this study contributes to the literature on circular economy business models by providing a case study developed in the context of a developing country. furthermore, the research entails practical implications since it shows managers and startuppers how to map a circular business model in all its components under the guidance of a conceptual framework.",https://www.mdpi.com/2071-1050/13/24/13931/pdf?version=1639727712
9050fd373e428ec55578844f1316ffe4abfe1f09,Circular Economy Business Models—Supply Chain Perspectives,"Modern manufacturing generates waste and causes shortages in natural resources due to a “take-make-waste” production system. The circular economy (CE) has been a policy initiative for supply chain looping strategies to reuse, refurbish, recycle, minimize, eliminate, share, and optimize material and energy use while maintaining firm profitability. Circular economy business models (CEBM) are recommended for achieving competitiveness for firms and their supply chains while reducing manufacturing waste and natural resource shortages present in the “take-make-waste” production system of traditional manufacturing. Despite the benefits of implementing CEBMs, there is a struggle to visualize the implications of CEBMs in organizational supply chains and beyond. This article presents the benefits of supply chain collaboration and infrastructure components based on practices of CEBM from several case study examples. Organizational, managerial, and technology development implications based on economic, environmental, and social dimensions are discussed from an administrative perspective. The paper ends with actionable steps for further advancement of CEBM in practice, along with areas for future research.",2020,"[{'authorId': '47520016', 'name': 'Santosh Nandi'}, {'authorId': '1752845819', 'name': 'Aref A. Hervani'}, {'authorId': '1690853', 'name': 'M. Helms'}]","{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/EMR.2020.2991388?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/EMR.2020.2991388, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","modern manufacturing generates waste and causes shortages in natural resources due to a “take-make-waste” production system. the circular economy (ce) has been a policy initiative for supply chain looping strategies to reuse, refurbish, recycle, minimize, eliminate, share, and optimize material and energy use while maintaining firm profitability. circular economy business models (cebm) are recommended for achieving competitiveness for firms and their supply chains while reducing manufacturing waste and natural resource shortages present in the “take-make-waste” production system of traditional manufacturing. despite the benefits of implementing cebms, there is a struggle to visualize the implications of cebms in organizational supply chains and beyond. this article presents the benefits of supply chain collaboration and infrastructure components based on practices of cebm from several case study examples. organizational, managerial, and technology development implications based on economic, environmental, and social dimensions are discussed from an administrative perspective. the paper ends with actionable steps for further advancement of cebm in practice, along with areas for future research.",
cc1e7174fa95814f831864d3fc4ca43c7a1f6f80,Circular Economy Business Models with a Focus on Servitization,"During the fourth industrial revolution, based on information and communication technology (ICT), service-led growth has been an increasingly important development area. This paper focuses on service-led growth as an innovative business model in the circular economy and offers the ‘product as service model’. A business model needs to be flexibly adjustable for changes in the market in response to changes in technology, the economy, and the environment. For firms facing increasing scarcity of resources, the right business model for using resources is becoming crucial for their growth. In a circular economy, a new method of business modelling is essential. This paper introduces the ‘product as a service model’ using a conceptualized and case study methodology. We illustrate this innovative circular business model through product servitization at the Hyundai Automotive Enterprise in Korea. This business model can be effective because of emerging new ‘smart connected products’ such as the ‘internet of things’ and ‘fifth generation’ network technologies. Cost, convenience, and the circular economy for firms, consumers, and the environment are critical factors in this new business model.",2020,"[{'authorId': '48691370', 'name': 'Jung-hee Han'}, {'authorId': '2940959', 'name': 'A. Heshmati'}, {'authorId': '71524422', 'name': 'M. Rashidghalam'}]","{'url': 'https://www.mdpi.com/2071-1050/12/21/8799/pdf?version=1603435405', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.3390/su12218799?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su12218799, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","during the fourth industrial revolution, based on information and communication technology (ict), service-led growth has been an increasingly important development area. this paper focuses on service-led growth as an innovative business model in the circular economy and offers the ‘product as service model’. a business model needs to be flexibly adjustable for changes in the market in response to changes in technology, the economy, and the environment. for firms facing increasing scarcity of resources, the right business model for using resources is becoming crucial for their growth. in a circular economy, a new method of business modelling is essential. this paper introduces the ‘product as a service model’ using a conceptualized and case study methodology. we illustrate this innovative circular business model through product servitization at the hyundai automotive enterprise in korea. this business model can be effective because of emerging new ‘smart connected products’ such as the ‘internet of things’ and ‘fifth generation’ network technologies. cost, convenience, and the circular economy for firms, consumers, and the environment are critical factors in this new business model.",https://www.mdpi.com/2071-1050/12/21/8799/pdf?version=1603435405
1e2de70360105eafdf4c0d6533063ca2761b641a,Improving Circular Economy Business Models: Opportunities for Business and Innovation : A new framework for businesses to create a truly circular economy,"The circular economy (CE) is aimed at closing material loops by reducing and recovering resources in production and consumption processes. Many studies have discussed how CE helps companies create business opportunities while bringing environmental benefits. The business case for CE involves complicated issues such as industrial symbiosis, governmental interventions and the transformation of company culture. It is important to consider the whole context of CE when changing policies or business elements to optimise resource efficiency and avoid unsustainable consumption. By reviewing industry research reports and academic studies, this article summarises important circular business models and strategies and indicates current major barriers to CE. In addition, we explore multiple business cases and point out three important considerations that, if not used correctly, can lead to improper policies and environmental degradation when designing circular business models. These are (a) the use of biodegradable materials, (b) modular design for product life extension and (c) upcycling for new production processes. We then present a framework for companies to clarify vital considerations for resolving these issues based on systems thinking. The implications for business managers and policy makers are also discussed. This article serves to provide a better understanding of CE and explores how companies innovate in line with CE trends. Introduction",2020,"[{'authorId': '31203002', 'name': 'Chong‐Wen Chen'}]","{'url': 'https://doi.org/10.1595/205651320x15710564137538', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1595/205651320x15710564137538?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1595/205651320x15710564137538, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","the circular economy (ce) is aimed at closing material loops by reducing and recovering resources in production and consumption processes. many studies have discussed how ce helps companies create business opportunities while bringing environmental benefits. the business case for ce involves complicated issues such as industrial symbiosis, governmental interventions and the transformation of company culture. it is important to consider the whole context of ce when changing policies or business elements to optimise resource efficiency and avoid unsustainable consumption. by reviewing industry research reports and academic studies, this article summarises important circular business models and strategies and indicates current major barriers to ce. in addition, we explore multiple business cases and point out three important considerations that, if not used correctly, can lead to improper policies and environmental degradation when designing circular business models. these are (a) the use of biodegradable materials, (b) modular design for product life extension and (c) upcycling for new production processes. we then present a framework for companies to clarify vital considerations for resolving these issues based on systems thinking. the implications for business managers and policy makers are also discussed. this article serves to provide a better understanding of ce and explores how companies innovate in line with ce trends. introduction",https://doi.org/10.1595/205651320x15710564137538
bc8df00e8b93b7fca0899b210d33824cfa90e57b,Circular Economy Business Models: A Critical Examination,"Abstract: In recent decades, increasing numbers of scholars and practitioners have rejected the conventional, “linear” view of economic activity (centered on “take, make, and dispose”) in favor of a “circular economy” perspective, which emphasizes the need for humans to live in harmony with Earth’s ecological system. As a consequence, various contemporary business models claim to draw inspiration from this new perspective. However, our critical examination reveals that many of these models say little about—and, on their own, may contribute little to achieving—ecological sustainability. We conclude by stressing the need for public policies that enable society to pursue what institutionalists call “higher efficiency.”",2020,"[{'authorId': '3199774', 'name': 'C. Whalen'}, {'authorId': '2275988172', 'name': 'Katherine A. Whalen'}]","{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1080/00213624.2020.1778404?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1080/00213624.2020.1778404, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","abstract: in recent decades, increasing numbers of scholars and practitioners have rejected the conventional, “linear” view of economic activity (centered on “take, make, and dispose”) in favor of a “circular economy” perspective, which emphasizes the need for humans to live in harmony with earth’s ecological system. as a consequence, various contemporary business models claim to draw inspiration from this new perspective. however, our critical examination reveals that many of these models say little about—and, on their own, may contribute little to achieving—ecological sustainability. we conclude by stressing the need for public policies that enable society to pursue what institutionalists call “higher efficiency.”",
45c0d160d11b80bd62c725ab77311ded6df3577d,A Compass for Navigating Sharing Economy Business Models,"The sharing economy has emerged in recent years as a disruptive approach to traditional business models. Drawing on a multi-year research program and a design-based methodology, this article introduces a framework and generative tool called the Sharing Business Model Compass. As an actionable framework, the Compass helps elucidate the multiple, innovative forms sharing economy businesses are adopting. As a generative tool, it enables entrepreneurs, investors, incubators, and incumbents interested in entering the sharing economy to create, present, and evolve a compelling sharing business model as well as evaluate its extent of robustness.",2018,"[{'authorId': '143714977', 'name': 'P. Muñoz'}, {'authorId': '113030793', 'name': 'Boyd Cohen'}]","{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1177/0008125618795490?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1177/0008125618795490, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","the sharing economy has emerged in recent years as a disruptive approach to traditional business models. drawing on a multi-year research program and a design-based methodology, this article introduces a framework and generative tool called the sharing business model compass. as an actionable framework, the compass helps elucidate the multiple, innovative forms sharing economy businesses are adopting. as a generative tool, it enables entrepreneurs, investors, incubators, and incumbents interested in entering the sharing economy to create, present, and evolve a compelling sharing business model as well as evaluate its extent of robustness.",
ce30a236906707303e1b432b35069dff77962e16,"Trust in Sharing Economy Business Models from the Perspective of Customers in Szczecin, Poland","The concept of a sharing economy, as part of a wider collaborative economy concept, is among the most important economic and technological trends that will influence socioeconomic development in the future. Interest in using the opportunities offered by sharing platforms is increasing; hence, the subject is a current and important issue. Confidence in technology, service providers and application providers is a key issue when making decisions about using such solutions. The aim of the paper is to examine the level of trust in sharing economy business models considering two groups of factors, trust in people and in technology, among several demographic groups. The paper has an empirical character and the results are provided on the basis of a survey conducted in Szczecin, Poland, with 403 respondents who are current and potential users of sharing platforms. The obtained results show that platform management requires more attention focused on building mutual trust networks among participants rather than strengthening the confidence in using the technology.",2019,"[{'authorId': '2062674249', 'name': 'N. Wagner'}, {'authorId': '1413105829', 'name': 'Roma Strulak-Wójcikiewicz'}, {'authorId': '2064859266', 'name': 'A. Landowska'}]","{'url': 'https://www.mdpi.com/2071-1050/11/23/6838/pdf?version=1575270331', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.3390/su11236838?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su11236838, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","the concept of a sharing economy, as part of a wider collaborative economy concept, is among the most important economic and technological trends that will influence socioeconomic development in the future. interest in using the opportunities offered by sharing platforms is increasing; hence, the subject is a current and important issue. confidence in technology, service providers and application providers is a key issue when making decisions about using such solutions. the aim of the paper is to examine the level of trust in sharing economy business models considering two groups of factors, trust in people and in technology, among several demographic groups. the paper has an empirical character and the results are provided on the basis of a survey conducted in szczecin, poland, with 403 respondents who are current and potential users of sharing platforms. the obtained results show that platform management requires more attention focused on building mutual trust networks among participants rather than strengthening the confidence in using the technology.",https://www.mdpi.com/2071-1050/11/23/6838/pdf?version=1575270331
